"","typeSeason","slugSeason","idGame","dateGame","slugMatchup","slugTeamWinner","slugTeamLoser","numberGameDay"
"483","Regular Season","2022-23",22200483,2022-12-23,"BKN vs. MIL","BKN","MIL",5
"484","Regular Season","2022-23",22200484,2022-12-23,"CLE vs. TOR","TOR","CLE",6
"485","Regular Season","2022-23",22200485,2022-12-23,"CHI @ NYK","CHI","NYK",7
"486","Regular Season","2022-23",22200486,2022-12-23,"MIA vs. IND","IND","MIA",8
"487","Regular Season","2022-23",22200487,2022-12-23,"HOU vs. DAL","DAL","HOU",9
"488","Regular Season","2022-23",22200488,2022-12-23,"OKC vs. NOP","NOP","OKC",10
"489","Regular Season","2022-23",22200489,2022-12-23,"POR @ DEN","DEN","POR",11
"490","Regular Season","2022-23",22200490,2022-12-23,"MEM @ PHX","MEM","PHX",12
"491","Regular Season","2022-23",22200491,2022-12-23,"WAS @ SAC","WAS","SAC",13
"492","Regular Season","2022-23",22200492,2022-12-23,"CHA @ LAL","CHA","LAL",14
"493","Regular Season","2022-23",22200493,2022-12-25,"NYK vs. PHI","PHI","NYK",1
"494","Regular Season","2022-23",22200494,2022-12-25,"DAL vs. LAL","DAL","LAL",2
"495","Regular Season","2022-23",22200495,2022-12-25,"MIL @ BOS","BOS","MIL",3
"496","Regular Season","2022-23",22200496,2022-12-25,"GSW vs. MEM","GSW","MEM",4
"497","Regular Season","2022-23",22200497,2022-12-25,"DEN vs. PHX","DEN","PHX",5
"498","Regular Season","2022-23",22200498,2022-12-26,"BKN @ CLE","BKN","CLE",1
"499","Regular Season","2022-23",22200499,2022-12-26,"LAC @ DET","LAC","DET",2
"500","Regular Season","2022-23",22200500,2022-12-26,"MIA vs. MIN","MIA","MIN",3
"501","Regular Season","2022-23",22200501,2022-12-26,"HOU @ CHI","HOU","CHI",4
"502","Regular Season","2022-23",22200502,2022-12-26,"IND @ NOP","NOP","IND",5
"503","Regular Season","2022-23",22200503,2022-12-26,"UTA @ SAS","SAS","UTA",6
"504","Regular Season","2022-23",22200504,2022-12-26,"POR vs. CHA","POR","CHA",7
"505","Regular Season","2022-23",22200505,2022-12-27,"LAL @ ORL","LAL","ORL",1
"506","Regular Season","2022-23",22200506,2022-12-27,"WAS vs. PHI","WAS","PHI",2
"507","Regular Season","2022-23",22200507,2022-12-27,"HOU @ BOS","BOS","HOU",3
"508","Regular Season","2022-23",22200508,2022-12-27,"ATL @ IND","IND","ATL",4
"509","Regular Season","2022-23",22200509,2022-12-27,"LAC @ TOR","LAC","TOR",5
"510","Regular Season","2022-23",22200510,2022-12-27,"PHX @ MEM","PHX","MEM",6
"511","Regular Season","2022-23",22200511,2022-12-27,"SAS @ OKC","OKC","SAS",7
"512","Regular Season","2022-23",22200512,2022-12-27,"NYK @ DAL","DAL","NYK",8
"513","Regular Season","2022-23",22200513,2022-12-27,"CHA @ GSW","GSW","CHA",9
"514","Regular Season","2022-23",22200514,2022-12-27,"DEN @ SAC","DEN","SAC",10
"515","Regular Season","2022-23",22200515,2022-12-28,"DET vs. ORL","DET","ORL",1
"516","Regular Season","2022-23",22200516,2022-12-28,"PHX @ WAS","WAS","PHX",2
"517","Regular Season","2022-23",22200517,2022-12-28,"ATL vs. BKN","BKN","ATL",3
"518","Regular Season","2022-23",22200518,2022-12-28,"LAL @ MIA","MIA","LAL",4
"519","Regular Season","2022-23",22200519,2022-12-28,"CHI vs. MIL","CHI","MIL",5
"520","Regular Season","2022-23",22200520,2022-12-28,"MIN @ NOP","NOP","MIN",6
"521","Regular Season","2022-23",22200521,2022-12-28,"GSW vs. UTA","GSW","UTA",7
"522","Regular Season","2022-23",22200522,2022-12-28,"SAC vs. DEN","SAC","DEN",8
"523","Regular Season","2022-23",22200523,2022-12-29,"OKC @ CHA","CHA","OKC",1
"524","Regular Season","2022-23",22200524,2022-12-29,"CLE @ IND","IND","CLE",2
"525","Regular Season","2022-23",22200525,2022-12-29,"LAC @ BOS","BOS","LAC",3
"526","Regular Season","2022-23",22200526,2022-12-29,"MEM @ TOR","MEM","TOR",4
"527","Regular Season","2022-23",22200527,2022-12-29,"NYK @ SAS","SAS","NYK",5
"528","Regular Season","2022-23",22200528,2022-12-29,"HOU @ DAL","DAL","HOU",6
"529","Regular Season","2022-23",22200529,2022-12-30,"WAS @ ORL","WAS","ORL",1
"530","Regular Season","2022-23",22200530,2022-12-30,"ATL vs. LAL","LAL","ATL",2
"531","Regular Season","2022-23",22200531,2022-12-30,"PHX @ TOR","TOR","PHX",3
"532","Regular Season","2022-23",22200532,2022-12-30,"DET @ CHI","CHI","DET",4
"533","Regular Season","2022-23",22200533,2022-12-30,"MIN @ MIL","MIL","MIN",5
"534","Regular Season","2022-23",22200534,2022-12-30,"NOP vs. PHI","NOP","PHI",6
"535","Regular Season","2022-23",22200535,2022-12-30,"MIA @ DEN","DEN","MIA",7
"536","Regular Season","2022-23",22200536,2022-12-30,"POR @ GSW","GSW","POR",8
"537","Regular Season","2022-23",22200537,2022-12-30,"UTA @ SAC","SAC","UTA",9
"538","Regular Season","2022-23",22200538,2022-12-31,"IND vs. LAC","IND","LAC",1
"539","Regular Season","2022-23",22200539,2022-12-31,"CHA vs. BKN","BKN","CHA",2
"540","Regular Season","2022-23",22200540,2022-12-31,"CLE @ CHI","CLE","CHI",3
"541","Regular Season","2022-23",22200541,2022-12-31,"HOU vs. NYK","NYK","HOU",4
"542","Regular Season","2022-23",22200542,2022-12-31,"DAL @ SAS","DAL","SAS",5
"543","Regular Season","2022-23",22200543,2022-12-31,"MEM vs. NOP","MEM","NOP",6
"544","Regular Season","2022-23",22200544,2022-12-31,"DET @ MIN","DET","MIN",7
"545","Regular Season","2022-23",22200545,2022-12-31,"PHI @ OKC","PHI","OKC",8
"546","Regular Season","2022-23",22200546,2022-12-31,"UTA vs. MIA","MIA","UTA",9
"547","Regular Season","2022-23",22200547,2023-01-01,"MEM vs. SAC","MEM","SAC",1
"548","Regular Season","2022-23",22200548,2023-01-01,"WAS @ MIL","WAS","MIL",2
"549","Regular Season","2022-23",22200549,2023-01-01,"DEN vs. BOS","DEN","BOS",3
"550","Regular Season","2022-23",22200550,2023-01-02,"NYK vs. PHX","NYK","PHX",1
"551","Regular Season","2022-23",22200551,2023-01-02,"LAL @ CHA","LAL","CHA",2
"552","Regular Season","2022-23",22200552,2023-01-02,"CLE vs. CHI","CLE","CHI",3
"553","Regular Season","2022-23",22200553,2023-01-02,"TOR @ IND","IND","TOR",4
"554","Regular Season","2022-23",22200554,2023-01-02,"PHI vs. NOP","PHI","NOP",5
"555","Regular Season","2022-23",22200555,2023-01-02,"SAS @ BKN","BKN","SAS",6
"556","Regular Season","2022-23",22200556,2023-01-02,"HOU vs. DAL","DAL","HOU",7
"557","Regular Season","2022-23",22200557,2023-01-02,"MIN vs. DEN","MIN","DEN",8
"558","Regular Season","2022-23",22200558,2023-01-02,"GSW vs. ATL","GSW","ATL",9
"559","Regular Season","2022-23",22200559,2023-01-02,"POR vs. DET","POR","DET",10
"560","Regular Season","2022-23",22200560,2023-01-02,"LAC vs. MIA","MIA","LAC",11
"561","Regular Season","2022-23",22200561,2023-01-03,"WAS @ MIL","MIL","WAS",1
"562","Regular Season","2022-23",22200562,2023-01-03,"BOS @ OKC","OKC","BOS",2
"563","Regular Season","2022-23",22200563,2023-01-03,"SAC @ UTA","SAC","UTA",3
"564","Regular Season","2022-23",22200564,2023-01-04,"MEM @ CHA","MEM","CHA",1
"565","Regular Season","2022-23",22200565,2023-01-04,"PHX @ CLE","CLE","PHX",2
"566","Regular Season","2022-23",22200566,2023-01-04,"ORL vs. OKC","ORL","OKC",3
"567","Regular Season","2022-23",22200567,2023-01-04,"PHI vs. IND","PHI","IND",4
"568","Regular Season","2022-23",22200568,2023-01-04,"NYK vs. SAS","NYK","SAS",5
"569","Regular Season","2022-23",22200569,2023-01-04,"TOR vs. MIL","MIL","TOR",6
"570","Regular Season","2022-23",22200570,2023-01-04,"CHI vs. BKN","CHI","BKN",7
"571","Regular Season","2022-23",22200571,2023-01-04,"POR @ MIN","MIN","POR",8
"572","Regular Season","2022-23",22200572,2023-01-04,"HOU @ NOP","NOP","HOU",9
"573","Regular Season","2022-23",22200573,2023-01-04,"GSW vs. DET","DET","GSW",10
"574","Regular Season","2022-23",22200574,2023-01-04,"MIA @ LAL","LAL","MIA",11
"575","Regular Season","2022-23",22200575,2023-01-04,"ATL @ SAC","ATL","SAC",12
"576","Regular Season","2022-23",22200576,2023-01-05,"ORL vs. MEM","MEM","ORL",1
"577","Regular Season","2022-23",22200577,2023-01-05,"DAL vs. BOS","BOS","DAL",2
"578","Regular Season","2022-23",22200578,2023-01-05,"HOU vs. UTA","UTA","HOU",3
"579","Regular Season","2022-23",22200579,2023-01-05,"LAC @ DEN","DEN","LAC",4
"580","Regular Season","2022-23",22200580,2023-01-06,"POR @ IND","IND","POR",1
"581","Regular Season","2022-23",22200581,2023-01-06,"CHI @ PHI","CHI","PHI",2
"582","Regular Season","2022-23",22200582,2023-01-06,"NYK @ TOR","NYK","TOR",3
"583","Regular Season","2022-23",22200583,2023-01-06,"MIL vs. CHA","CHA","MIL",4
"584","Regular Season","2022-23",22200584,2023-01-06,"OKC vs. WAS","OKC","WAS",5
"585","Regular Season","2022-23",22200585,2023-01-06,"DET @ SAS","SAS","DET",6
"586","Regular Season","2022-23",22200586,2023-01-06,"BKN @ NOP","BKN","NOP",7
"587","Regular Season","2022-23",22200587,2023-01-06,"LAC @ MIN","MIN","LAC",8
"588","Regular Season","2022-23",22200588,2023-01-06,"DEN vs. CLE","DEN","CLE",9
"589","Regular Season","2022-23",22200589,2023-01-06,"PHX vs. MIA","MIA","PHX",10
"590","Regular Season","2022-23",22200590,2023-01-06,"ATL @ LAL","LAL","ATL",11
"591","Regular Season","2022-23",22200591,2023-01-07,"BOS @ SAS","BOS","SAS",1
"592","Regular Season","2022-23",22200592,2023-01-07,"CHI vs. UTA","CHI","UTA",2
"593","Regular Season","2022-23",22200593,2023-01-07,"NOP @ DAL","DAL","NOP",3
"594","Regular Season","2022-23",22200594,2023-01-07,"ORL @ GSW","ORL","GSW",4
"595","Regular Season","2022-23",22200595,2023-01-07,"SAC vs. LAL","LAL","SAC",5
"596","Regular Season","2022-23",22200596,2023-01-08,"PHI @ DET","PHI","DET",1
"597","Regular Season","2022-23",22200597,2023-01-08,"POR @ TOR","TOR","POR",2
"598","Regular Season","2022-23",22200598,2023-01-08,"IND vs. CHA","IND","CHA",3
"599","Regular Season","2022-23",22200599,2023-01-08,"MIA vs. BKN","BKN","MIA",4
"600","Regular Season","2022-23",22200600,2023-01-08,"MEM vs. UTA","MEM","UTA",5
"601","Regular Season","2022-23",22200601,2023-01-08,"HOU vs. MIN","MIN","HOU",6
"602","Regular Season","2022-23",22200602,2023-01-08,"OKC vs. DAL","OKC","DAL",7
"603","Regular Season","2022-23",22200603,2023-01-08,"PHX vs. CLE","CLE","PHX",8
"604","Regular Season","2022-23",22200604,2023-01-08,"ATL @ LAC","ATL","LAC",9
"605","Regular Season","2022-23",22200605,2023-01-09,"WAS vs. NOP","NOP","WAS",1
"606","Regular Season","2022-23",22200606,2023-01-09,"BOS vs. CHI","BOS","CHI",2
"607","Regular Season","2022-23",22200607,2023-01-09,"MIL @ NYK","MIL","NYK",3
"608","Regular Season","2022-23",22200608,2023-01-09,"MEM vs. SAS","MEM","SAS",4
"609","Regular Season","2022-23",22200609,2023-01-09,"LAL @ DEN","DEN","LAL",5
"610","Regular Season","2022-23",22200610,2023-01-09,"ORL @ SAC","SAC","ORL",6
"611","Regular Season","2022-23",22200611,2023-01-10,"MIA vs. OKC","MIA","OKC",1
"612","Regular Season","2022-23",22200612,2023-01-10,"PHI vs. DET","PHI","DET",2
"613","Regular Season","2022-23",22200613,2023-01-10,"CHA @ TOR","TOR","CHA",3
"614","Regular Season","2022-23",22200614,2023-01-10,"CLE @ UTA","UTA","CLE",4
"615","Regular Season","2022-23",22200615,2023-01-10,"GSW vs. PHX","PHX","GSW",5
"616","Regular Season","2022-23",22200616,2023-01-10,"POR vs. ORL","ORL","POR",6
"617","Regular Season","2022-23",22200617,2023-01-10,"LAC vs. DAL","LAC","DAL",7
"618","Regular Season","2022-23",22200618,2023-01-11,"DET vs. MIN","DET","MIN",1
"619","Regular Season","2022-23",22200619,2023-01-11,"WAS vs. CHI","WAS","CHI",2
"620","Regular Season","2022-23",22200620,2023-01-11,"MIL @ ATL","MIL","ATL",3
"621","Regular Season","2022-23",22200621,2023-01-11,"NOP @ BOS","BOS","NOP",4
"622","Regular Season","2022-23",22200622,2023-01-11,"NYK vs. IND","NYK","IND",5
"623","Regular Season","2022-23",22200623,2023-01-11,"SAS @ MEM","MEM","SAS",6
"624","Regular Season","2022-23",22200624,2023-01-11,"DEN vs. PHX","DEN","PHX",7
"625","Regular Season","2022-23",22200625,2023-01-11,"SAC vs. HOU","SAC","HOU",8
"626","Regular Season","2022-23",22200626,2023-01-12,"PHI vs. OKC","OKC","PHI",1
"627","Regular Season","2022-23",22200627,2023-01-12,"BKN vs. BOS","BOS","BKN",2
"628","Regular Season","2022-23",22200628,2023-01-12,"MIA vs. MIL","MIA","MIL",3
"629","Regular Season","2022-23",22200629,2023-01-12,"TOR vs. CHA","TOR","CHA",4
"630","Regular Season","2022-23",22200630,2023-01-12,"DAL @ LAL","DAL","LAL",5
"631","Regular Season","2022-23",22200631,2023-01-12,"CLE @ POR","CLE","POR",6
"632","Regular Season","2022-23",22200632,2023-01-13,"DET vs. NOP","NOP","DET",1
"633","Regular Season","2022-23",22200633,2023-01-13,"IND vs. ATL","ATL","IND",2
"634","Regular Season","2022-23",22200634,2023-01-13,"NYK @ WAS","NYK","WAS",3
"635","Regular Season","2022-23",22200635,2023-01-13,"GSW @ SAS","GSW","SAS",4
"636","Regular Season","2022-23",22200636,2023-01-13,"CHI vs. OKC","OKC","CHI",5
"637","Regular Season","2022-23",22200637,2023-01-13,"MIN vs. PHX","MIN","PHX",6
"638","Regular Season","2022-23",22200638,2023-01-13,"UTA vs. ORL","UTA","ORL",7
"639","Regular Season","2022-23",22200639,2023-01-13,"DEN @ LAC","DEN","LAC",8
"640","Regular Season","2022-23",22200640,2023-01-13,"SAC vs. HOU","SAC","HOU",9
"641","Regular Season","2022-23",22200641,2023-01-14,"MIA vs. MIL","MIA","MIL",1
"642","Regular Season","2022-23",22200642,2023-01-14,"BOS @ CHA","BOS","CHA",2
"643","Regular Season","2022-23",22200643,2023-01-14,"MEM @ IND","MEM","IND",3
"644","Regular Season","2022-23",22200644,2023-01-14,"ATL @ TOR","ATL","TOR",4
"645","Regular Season","2022-23",22200645,2023-01-14,"CLE @ MIN","MIN","CLE",5
"646","Regular Season","2022-23",22200646,2023-01-14,"UTA vs. PHI","PHI","UTA",6
"647","Regular Season","2022-23",22200647,2023-01-14,"POR vs. DAL","POR","DAL",7
"648","Regular Season","2022-23",22200648,2023-01-15,"DET vs. NYK","NYK","DET",1
"649","Regular Season","2022-23",22200649,2023-01-15,"LAC vs. HOU","LAC","HOU",2
"650","Regular Season","2022-23",22200650,2023-01-15,"CHI vs. GSW","CHI","GSW",3
"651","Regular Season","2022-23",22200651,2023-01-15,"BKN vs. OKC","OKC","BKN",4
"652","Regular Season","2022-23",22200652,2023-01-15,"SAS vs. SAC","SAC","SAS",5
"653","Regular Season","2022-23",22200653,2023-01-15,"ORL @ DEN","DEN","ORL",6
"654","Regular Season","2022-23",22200654,2023-01-15,"POR vs. DAL","POR","DAL",7
"655","Regular Season","2022-23",22200655,2023-01-15,"LAL vs. PHI","PHI","LAL",8
"656","Regular Season","2022-23",22200656,2023-01-16,"BOS @ CHA","BOS","CHA",1
"657","Regular Season","2022-23",22200657,2023-01-16,"MIL vs. IND","MIL","IND",2
"658","Regular Season","2022-23",22200658,2023-01-16,"NOP @ CLE","CLE","NOP",3
"659","Regular Season","2022-23",22200659,2023-01-16,"NYK vs. TOR","TOR","NYK",4
"660","Regular Season","2022-23",22200660,2023-01-16,"WAS vs. GSW","GSW","WAS",5
"661","Regular Season","2022-23",22200661,2023-01-16,"ATL vs. MIA","ATL","MIA",6
"662","Regular Season","2022-23",22200662,2023-01-16,"UTA @ MIN","UTA","MIN",7
"663","Regular Season","2022-23",22200663,2023-01-16,"PHX @ MEM","MEM","PHX",8
"664","Regular Season","2022-23",22200664,2023-01-16,"LAL vs. HOU","LAL","HOU",9
"665","Regular Season","2022-23",22200665,2023-01-17,"TOR @ MIL","MIL","TOR",1
"666","Regular Season","2022-23",22200666,2023-01-17,"SAS vs. BKN","SAS","BKN",2
"667","Regular Season","2022-23",22200667,2023-01-17,"POR @ DEN","DEN","POR",3
"668","Regular Season","2022-23",22200668,2023-01-17,"LAC vs. PHI","PHI","LAC",4
"669","Regular Season","2022-23",22200669,2023-01-18,"NYK vs. WAS","WAS","NYK",1
"670","Regular Season","2022-23",22200670,2023-01-18,"ATL @ DAL","ATL","DAL",2
"671","Regular Season","2022-23",22200671,2023-01-18,"HOU vs. CHA","CHA","HOU",3
"672","Regular Season","2022-23",22200672,2023-01-18,"CLE @ MEM","MEM","CLE",4
"673","Regular Season","2022-23",22200673,2023-01-18,"NOP vs. MIA","MIA","NOP",5
"674","Regular Season","2022-23",22200674,2023-01-18,"IND @ OKC","OKC","IND",6
"675","Regular Season","2022-23",22200675,2023-01-18,"LAC @ UTA","UTA","LAC",7
"676","Regular Season","2022-23",22200676,2023-01-18,"MIN @ DEN","DEN","MIN",8
"677","Regular Season","2022-23",22200677,2023-01-18,"SAC @ LAL","SAC","LAL",9
"678","Regular Season","2022-23",22200678,2023-01-19,"DET vs. CHI","CHI","DET",1
"679","Regular Season","2022-23",22200679,2023-01-19,"BOS vs. GSW","BOS","GSW",2
"680","Regular Season","2022-23",22200680,2023-01-19,"TOR @ MIN","MIN","TOR",3
"681","Regular Season","2022-23",22200681,2023-01-19,"BKN @ PHX","PHX","BKN",4
"682","Regular Season","2022-23",22200682,2023-01-19,"PHI @ POR","PHI","POR",5
"683","Regular Season","2022-23",22200683,2023-01-20,"ORL vs. NOP","ORL","NOP",1
"684","Regular Season","2022-23",22200684,2023-01-20,"ATL vs. NYK","ATL","NYK",2
"685","Regular Season","2022-23",22200685,2023-01-20,"CLE vs. GSW","GSW","CLE",3
"686","Regular Season","2022-23",22200686,2023-01-20,"DAL vs. MIA","DAL","MIA",4
"687","Regular Season","2022-23",22200687,2023-01-20,"LAC @ SAS","LAC","SAS",5
"688","Regular Season","2022-23",22200688,2023-01-20,"IND @ DEN","DEN","IND",6
"689","Regular Season","2022-23",22200689,2023-01-20,"BKN @ UTA","BKN","UTA",7
"690","Regular Season","2022-23",22200690,2023-01-20,"MEM @ LAL","LAL","MEM",8
"691","Regular Season","2022-23",22200691,2023-01-20,"SAC vs. OKC","SAC","OKC",9
"692","Regular Season","2022-23",22200692,2023-01-21,"TOR vs. BOS","BOS","TOR",1
"693","Regular Season","2022-23",22200693,2023-01-21,"ORL @ WAS","WAS","ORL",2
"694","Regular Season","2022-23",22200694,2023-01-21,"CHA @ ATL","CHA","ATL",3
"695","Regular Season","2022-23",22200695,2023-01-21,"CLE vs. MIL","CLE","MIL",4
"696","Regular Season","2022-23",22200696,2023-01-21,"MIN vs. HOU","MIN","HOU",5
"697","Regular Season","2022-23",22200697,2023-01-21,"IND @ PHX","PHX","IND",6
"698","Regular Season","2022-23",22200698,2023-01-21,"SAC vs. PHI","PHI","SAC",7
"699","Regular Season","2022-23",22200699,2023-01-22,"MIA vs. NOP","MIA","NOP",1
"700","Regular Season","2022-23",22200700,2023-01-22,"NYK @ TOR","TOR","NYK",2
"701","Regular Season","2022-23",22200701,2023-01-22,"DAL vs. LAC","LAC","DAL",3
"702","Regular Season","2022-23",22200702,2023-01-22,"DEN vs. OKC","OKC","DEN",4
"703","Regular Season","2022-23",22200703,2023-01-22,"MEM @ PHX","PHX","MEM",5
"704","Regular Season","2022-23",22200704,2023-01-22,"GSW vs. BKN","BKN","GSW",6
"705","Regular Season","2022-23",22200705,2023-01-22,"LAL @ POR","LAL","POR",7
"706","Regular Season","2022-23",22200706,2023-01-23,"DET vs. MIL","MIL","DET",1
"707","Regular Season","2022-23",22200707,2023-01-23,"BOS @ ORL","ORL","BOS",2
"708","Regular Season","2022-23",22200708,2023-01-23,"ATL @ CHI","CHI","ATL",3
"709","Regular Season","2022-23",22200709,2023-01-23,"MIN @ HOU","HOU","MIN",4
"710","Regular Season","2022-23",22200710,2023-01-23,"CHA @ UTA","UTA","CHA",5
"711","Regular Season","2022-23",22200711,2023-01-23,"SAS @ POR","POR","SAS",6
"712","Regular Season","2022-23",22200712,2023-01-23,"MEM @ SAC","SAC","MEM",7
"713","Regular Season","2022-23",22200713,2023-01-24,"CHI @ IND","IND","CHI",1
"714","Regular Season","2022-23",22200714,2023-01-24,"BOS @ MIA","MIA","BOS",2
"715","Regular Season","2022-23",22200715,2023-01-24,"NYK vs. CLE","NYK","CLE",3
"716","Regular Season","2022-23",22200716,2023-01-24,"NOP vs. DEN","DEN","NOP",4
"717","Regular Season","2022-23",22200717,2023-01-24,"DAL vs. WAS","WAS","DAL",5
"718","Regular Season","2022-23",22200718,2023-01-24,"PHX vs. CHA","PHX","CHA",6
"719","Regular Season","2022-23",22200719,2023-01-24,"LAL vs. LAC","LAC","LAL",7
"720","Regular Season","2022-23",22200720,2023-01-25,"IND @ ORL","ORL","IND",1
"721","Regular Season","2022-23",22200721,2023-01-25,"PHI vs. BKN","PHI","BKN",2
"722","Regular Season","2022-23",22200722,2023-01-25,"WAS @ HOU","WAS","HOU",3
"723","Regular Season","2022-23",22200723,2023-01-25,"DEN @ MIL","MIL","DEN",4
"724","Regular Season","2022-23",22200724,2023-01-25,"NOP vs. MIN","MIN","NOP",5
"725","Regular Season","2022-23",22200725,2023-01-25,"ATL @ OKC","ATL","OKC",6
"726","Regular Season","2022-23",22200726,2023-01-25,"GSW vs. MEM","GSW","MEM",7
"727","Regular Season","2022-23",22200727,2023-01-25,"UTA @ POR","POR","UTA",8
"728","Regular Season","2022-23",22200728,2023-01-25,"TOR @ SAC","TOR","SAC",9
"729","Regular Season","2022-23",22200729,2023-01-25,"SAS @ LAL","LAL","SAS",10
"730","Regular Season","2022-23",22200730,2023-01-26,"BOS vs. NYK","NYK","BOS",1
"731","Regular Season","2022-23",22200731,2023-01-26,"DET @ BKN","DET","BKN",2
"732","Regular Season","2022-23",22200732,2023-01-26,"CHA vs. CHI","CHA","CHI",3
"733","Regular Season","2022-23",22200733,2023-01-26,"HOU vs. CLE","CLE","HOU",4
"734","Regular Season","2022-23",22200734,2023-01-26,"DAL @ PHX","DAL","PHX",5
"735","Regular Season","2022-23",22200735,2023-01-26,"LAC vs. SAS","LAC","SAS",6
"736","Regular Season","2022-23",22200736,2023-01-27,"MIL @ IND","MIL","IND",1
"737","Regular Season","2022-23",22200737,2023-01-27,"MIN vs. MEM","MIN","MEM",2
"738","Regular Season","2022-23",22200738,2023-01-27,"ORL @ MIA","MIA","ORL",3
"739","Regular Season","2022-23",22200739,2023-01-27,"CLE @ OKC","OKC","CLE",4
"740","Regular Season","2022-23",22200740,2023-01-27,"TOR @ GSW","GSW","TOR",5
"741","Regular Season","2022-23",22200741,2023-01-28,"DEN @ PHI","PHI","DEN",1
"742","Regular Season","2022-23",22200742,2023-01-28,"NYK @ BKN","BKN","NYK",2
"743","Regular Season","2022-23",22200743,2023-01-28,"HOU @ DET","HOU","DET",3
"744","Regular Season","2022-23",22200744,2023-01-28,"CHI @ ORL","CHI","ORL",4
"745","Regular Season","2022-23",22200745,2023-01-28,"LAC @ ATL","LAC","ATL",5
"746","Regular Season","2022-23",22200746,2023-01-28,"MIN vs. SAC","MIN","SAC",6
"747","Regular Season","2022-23",22200747,2023-01-28,"NOP vs. WAS","WAS","NOP",7
"748","Regular Season","2022-23",22200748,2023-01-28,"SAS vs. PHX","PHX","SAS",8
"749","Regular Season","2022-23",22200749,2023-01-28,"LAL @ BOS","BOS","LAL",9
"750","Regular Season","2022-23",22200750,2023-01-28,"UTA vs. DAL","UTA","DAL",10
"751","Regular Season","2022-23",22200751,2023-01-28,"TOR @ POR","TOR","POR",11
"752","Regular Season","2022-23",22200752,2023-01-29,"MIA @ CHA","CHA","MIA",1
"753","Regular Season","2022-23",22200753,2023-01-29,"MEM vs. IND","MEM","IND",2
"754","Regular Season","2022-23",22200754,2023-01-29,"LAC @ CLE","CLE","LAC",3
"755","Regular Season","2022-23",22200755,2023-01-29,"MIL vs. NOP","MIL","NOP",4
"756","Regular Season","2022-23",22200756,2023-01-30,"PHI vs. ORL","ORL","PHI",1
"757","Regular Season","2022-23",22200757,2023-01-30,"LAL @ BKN","BKN","LAL",2
"758","Regular Season","2022-23",22200758,2023-01-30,"MIN vs. SAC","SAC","MIN",3
"759","Regular Season","2022-23",22200759,2023-01-30,"GSW @ OKC","GSW","OKC",4
"760","Regular Season","2022-23",22200760,2023-01-30,"SAS vs. WAS","WAS","SAS",5
"761","Regular Season","2022-23",22200761,2023-01-30,"DET @ DAL","DAL","DET",6
"762","Regular Season","2022-23",22200762,2023-01-30,"TOR @ PHX","PHX","TOR",7
"763","Regular Season","2022-23",22200763,2023-01-30,"ATL @ POR","POR","ATL",8
"764","Regular Season","2022-23",22200764,2023-01-31,"MIA @ CLE","MIA","CLE",1
"765","Regular Season","2022-23",22200765,2023-01-31,"LAL @ NYK","LAL","NYK",2
"766","Regular Season","2022-23",22200766,2023-01-31,"CHI vs. LAC","LAC","CHI",3
"767","Regular Season","2022-23",22200767,2023-01-31,"MIL vs. CHA","MIL","CHA",4
"768","Regular Season","2022-23",22200768,2023-01-31,"NOP @ DEN","DEN","NOP",5
"769","Regular Season","2022-23",22200770,2023-02-01,"PHI vs. ORL","PHI","ORL",1
"770","Regular Season","2022-23",22200771,2023-02-01,"MEM vs. POR","POR","MEM",2
"771","Regular Season","2022-23",22200772,2023-02-01,"BOS vs. BKN","BOS","BKN",3
"772","Regular Season","2022-23",22200773,2023-02-01,"HOU vs. OKC","HOU","OKC",4
"773","Regular Season","2022-23",22200774,2023-02-01,"GSW @ MIN","MIN","GSW",5
"774","Regular Season","2022-23",22200775,2023-02-01,"SAC @ SAS","SAC","SAS",6
"775","Regular Season","2022-23",22200776,2023-02-01,"TOR @ UTA","UTA","TOR",7
"776","Regular Season","2022-23",22200777,2023-02-01,"ATL @ PHX","ATL","PHX",8
"777","Regular Season","2022-23",22200778,2023-02-02,"IND vs. LAL","LAL","IND",1
"778","Regular Season","2022-23",22200779,2023-02-02,"MEM @ CLE","CLE","MEM",2
"779","Regular Season","2022-23",22200780,2023-02-02,"NYK vs. MIA","NYK","MIA",3
"780","Regular Season","2022-23",22200781,2023-02-02,"CHA @ CHI","CHI","CHA",4
"781","Regular Season","2022-23",22200782,2023-02-02,"DAL vs. NOP","DAL","NOP",5
"782","Regular Season","2022-23",22200783,2023-02-02,"DEN vs. GSW","DEN","GSW",6
"783","Regular Season","2022-23",22200784,2023-02-02,"LAC @ MIL","MIL","LAC",7
"784","Regular Season","2022-23",22200785,2023-02-03,"DET vs. CHA","DET","CHA",1
"785","Regular Season","2022-23",22200786,2023-02-03,"IND vs. SAC","IND","SAC",2
"786","Regular Season","2022-23",22200787,2023-02-03,"POR @ WAS","POR","WAS",3
"787","Regular Season","2022-23",22200788,2023-02-03,"PHX @ BOS","PHX","BOS",4
"788","Regular Season","2022-23",22200789,2023-02-03,"TOR @ HOU","TOR","HOU",5
"789","Regular Season","2022-23",22200790,2023-02-03,"MIN vs. ORL","ORL","MIN",6
"790","Regular Season","2022-23",22200791,2023-02-03,"PHI @ SAS","PHI","SAS",7
"791","Regular Season","2022-23",22200792,2023-02-03,"ATL @ UTA","ATL","UTA",8
